Latitude	Longitude	Rx(dB)	BestUnit
 41,31709	-008,44137	 048,8	2
 41,31708	-008,43638	 047,7	2
 41,31709	-008,43139	 026,6	0
 41,31708	-008,42640	 028,2	0
 41,31708	-008,42141	 033,2	0
 41,31709	-008,41642	 032,0	0
 41,31708	-008,41143	 034,4	0
 41,31709	-008,40644	 028,0	0
 41,31709	-008,40145	 039,6	0
 41,31708	-008,39646	 039,0	0
 41,31709	-008,39147	 039,5	0
 41,31708	-008,38648	 056,0	0
 41,31709	-008,38149	 055,0	8
 41,31709	-008,37650	 052,6	8
 41,31708	-008,37151	 051,4	8
 41,31709	-008,36652	 041,9	8
 41,31708	-008,36153	 045,8	8
 41,31708	-008,35654	 037,6	0
 41,31709	-008,35155	 043,3	0
 41,31708	-008,34656	 044,9	0
 41,31709	-008,34157	 049,7	8
 41,31709	-008,33658	 047,9	8
 41,31708	-008,33159	 044,3	8
 41,31709	-008,32660	 048,3	8
 41,31708	-008,32161	 048,1	8
 41,31709	-008,31662	 047,0	0
 41,31709	-008,31163	 041,1	0
 41,31708	-008,30663	 049,7	0
 41,31709	-008,30165	 056,2	8
 41,31708	-008,29666	 077,4	8
 41,31708	-008,29167	 085,7	8
 41,31709	-008,28667	 084,1	8
 41,31708	-008,28168	 065,7	8
 41,31708	-008,27669	 052,9	0
 41,31708	-008,27170	 050,0	0
 41,31708	-008,26671	 054,8	0
 41,31709	-008,26172	 041,8	8
 41,31708	-008,25673	 046,8	0
 41,31709	-008,25174	 045,6	0
 41,31709	-008,24675	 050,8	7
 41,31708	-008,24176	 053,9	7
 41,31709	-008,23677	 043,9	7
 41,31708	-008,23178	 029,9	0
 41,31708	-008,22679	 034,0	0
 41,31709	-008,22180	 028,0	0
 41,31708	-008,21681	 032,8	0
 41,31709	-008,21182	 034,7	0
 41,31709	-008,20683	 034,2	0
 41,31708	-008,20184	 028,2	0
 41,31709	-008,19685	 030,1	0
 41,31708	-008,19186	 030,4	0
 41,31709	-008,18687	 031,1	8
 41,31708	-008,18188	 033,5	0
 41,31708	-008,17689	 034,2	0
 41,31709	-008,17190	 034,6	8
 41,31708	-008,16691	 034,1	0
 41,31709	-008,16192	 047,4	7
 41,31709	-008,15693	 047,4	7
 41,31708	-008,15194	 015,4	0
 41,31709	-008,14695	 050,7	7
 41,31708	-008,14196	 044,1	7
 41,31709	-008,13697	 058,9	7
 41,31709	-008,13198	 043,5	7
 41,31708	-008,12699	 057,4	7
 41,31709	-008,12200	 049,1	7
 41,31708	-008,11701	 041,3	7
 41,31708	-008,11202	 055,8	7
 41,31709	-008,10703	 031,2	7
 41,31708	-008,10204	 027,2	0
 41,31709	-008,09705	 045,2	7
 41,31709	-008,09206	 055,0	7
 41,31708	-008,08707	 059,9	7
 41,31709	-008,08208	 060,6	7
 41,31708	-008,07709	 053,0	7
 41,31709	-008,07210	 054,0	7
 41,31709	-008,06711	 040,7	7
 41,31708	-008,06212	 051,8	7
 41,31709	-008,05713	 027,2	7
 41,31708	-008,05214	 042,7	7
 41,31708	-008,04715	 041,0	7
 41,31709	-008,04216	 028,0	3
 41,31708	-008,03717	 030,6	7
 41,31709	-008,03218	 034,7	0
 41,31708	-008,02719	 032,6	7
 41,31708	-008,02220	 039,2	0
 41,31709	-008,01721	 058,6	7
 41,31708	-008,01222	 051,8	0
 41,31709	-008,00723	 055,9	7
 41,31709	-008,00224	 053,1	7
 41,31708	-007,99725	 048,1	7
 41,31709	-007,99226	 026,3	0
 41,31708	-007,98727	 015,0	0
 41,31708	-007,98228	 023,0	0
 41,31709	-007,97729	 021,4	0
 41,31708	-007,97230	 044,3	7
 41,31709	-007,96731	 023,0	7
 41,31708	-007,96232	 055,0	7
 41,31708	-007,95733	 046,1	7
 41,31709	-007,95234	 040,1	7
 41,31708	-007,94735	 032,5	7
 41,31709	-007,94236	 045,1	7
 41,31708	-007,93737	 014,9	0
 41,31708	-007,93238	 043,4	7
 41,31709	-007,92739	 018,1	0
 41,31708	-007,92240	 026,9	0
 41,31709	-007,91741	 065,2	7
 41,31709	-007,91242	 051,0	7
 41,31708	-007,90743	 066,3	7
 41,31709	-007,90244	 028,3	7
 41,31708	-007,89745	 061,1	7
 41,31709	-007,89246	 068,5	7
 41,31709	-007,88747	 038,2	7
 41,31708	-007,88247	 059,3	7
 41,31709	-007,87748	 053,7	7
 41,31709	-007,87250	 049,1	7
 41,31708	-007,86750	 047,5	7
 41,31709	-007,86251	 059,8	7
 41,31708	-007,85752	 070,7	7
 41,31708	-007,85253	 069,1	7
 41,31709	-007,84754	 048,1	7
 41,31708	-007,84255	 035,2	7
 41,31709	-007,83756	 049,5	7
 41,31708	-007,83257	 040,8	7
 41,31709	-007,82758	 046,9	7
 41,31709	-007,82259	 071,3	7
 41,31708	-007,81760	 038,9	7
 41,31709	-007,81261	 036,5	7
 41,31708	-007,80762	 038,0	7
 41,31708	-007,80263	 051,6	7
 41,31709	-007,79764	 038,3	7
 41,31708	-007,79265	 034,3	7
 41,31709	-007,78766	 043,0	7
 41,31709	-007,78267	 041,3	7
 41,31708	-007,77768	 044,6	7
 41,31709	-007,77269	 047,3	7
 41,31708	-007,76770	 048,0	7
 41,31709	-007,76271	 049,3	7
 41,31709	-007,75772	 052,3	7
 41,31708	-007,75273	 056,2	7
 41,31709	-007,74774	 043,9	7
 41,31708	-007,74275	 062,8	7
 41,31708	-007,73776	 063,5	7
 41,31709	-007,73277	 067,3	7
 41,31708	-007,72778	 037,6	7
 41,31709	-007,72279	 065,0	7
 41,31708	-007,71780	 050,3	7
 41,31709	-007,71281	 065,7	7
 41,31709	-007,70782	 055,5	7
 41,31708	-007,70283	 061,3	7
 41,31709	-007,69784	 065,1	7
 41,31708	-007,69285	 060,1	7
 41,31708	-007,68786	 054,0	7
 41,31709	-007,68287	 049,2	7
 41,31708	-007,67788	 063,9	7
 41,31708	-007,67289	 052,2	7
 41,31709	-007,66790	 055,3	7
 41,31708	-007,66291	 057,2	7
 41,31709	-007,65792	 044,5	7
 41,31708	-007,65293	 060,8	7
 41,31709	-007,64794	 055,2	7
 41,31709	-007,64295	 027,7	7
 41,31708	-007,63796	 029,8	7
 41,31709	-007,63297	 041,9	7
 41,31708	-007,62798	 052,3	7
 41,31708	-007,62299	 052,3	7
 41,31709	-007,61800	 031,9	7
 41,31708	-007,61301	 026,8	7
 41,31708	-007,60802	 037,3	7
 41,31709	-007,60303	 029,6	7
 41,31708	-007,59804	 033,8	7
 41,31709	-007,59305	 019,9	7
 41,31708	-007,58806	 027,9	7
 41,31709	-007,58307	 017,1	7
 41,31709	-007,57808	 022,7	7
 41,31708	-007,57309	 012,0	7
 41,31709	-007,56810	 025,4	7
 41,31708	-007,56311	 031,3	7
 41,31708	-007,55812	 033,0	7
 41,31709	-007,55313	 014,8	7
 41,31708	-007,54814	 013,1	0
 41,31709	-007,54315	 026,1	7
 41,31709	-007,53816	 031,7	7
 41,31708	-007,53317	 035,8	7
 41,31709	-007,52818	 039,3	7
 41,31708	-007,52319	 031,4	7
 41,31709	-007,51820	 034,6	7
 41,31709	-007,51321	 041,9	7
 41,31708	-007,50822	 043,6	7
 41,31709	-007,50323	 051,0	7
 41,31708	-007,49824	 055,5	7
 41,31708	-007,49325	 033,7	7
 41,31709	-007,48826	 010,6	7
 41,31708	-007,48327	 026,6	7
 41,31709	-007,47828	 049,8	7
 41,31708	-007,47329	 053,4	7
 41,31709	-007,46830	 042,5	7
 41,31709	-007,46331	 047,1	7
 41,31708	-007,45832	 047,5	7
 41,31709	-007,45333	 012,1	7
 41,31708	-007,44834	 008,1	7
 41,31708	-007,44335	 011,9	7
 41,31709	-007,43835	 022,0	7
 41,31708	-007,43336	 032,0	7
 41,31708	-007,42838	 006,6	7
 41,31709	-007,42338	 006,6	7
 41,31708	-007,41839	 009,7	7
 41,31709	-007,41340	 014,7	7
 41,31708	-007,40841	 020,1	7
 41,31709	-007,40342	 024,5	7
 41,31709	-007,39843	 019,9	7
 41,31708	-007,39344	 008,1	7
 41,31709	-007,38845	 012,3	7
 41,31709	-007,38346	-004,0	7
 41,31708	-007,37847	-005,2	0
 41,31709	-007,37348	 004,9	0
 41,31708	-007,36849	 016,5	7
 41,31708	-007,36350	 027,9	7
 41,31709	-007,35851	 010,2	7
 41,31708	-007,35352	 027,5	7
 41,31709	-007,34853	 027,4	7
 41,31708	-007,34354	 013,5	7
 41,31709	-007,33855	 028,8	7
 41,31709	-007,33356	 012,5	7
 41,31708	-007,32857	 030,9	7
 41,31709	-007,32358	 033,2	7
 41,31708	-007,31859	 012,7	7
 41,31708	-007,31360	 024,9	7
 41,31709	-007,30861	 035,9	7
 41,31708	-007,30362	 012,4	7
 41,31708	-007,29863	 015,2	7
 41,31709	-007,29364	 003,4	7
 41,31708	-007,28865	 022,7	7
 41,31709	-007,28366	 035,0	7
 41,31708	-007,27867	 035,5	7
 41,31709	-007,27368	 001,8	7
 41,31709	-007,26869	 005,1	7
 41,31708	-007,26370	 003,5	7
 41,31709	-007,25871	 002,7	7
 41,31708	-007,25372	 012,6	7
 41,31708	-007,24873	 015,9	7
 41,31709	-007,24374	 019,1	7
 41,31708	-007,23875	 024,3	7
 41,31709	-007,23376	 003,1	7
 41,31708	-007,22877	 029,9	7
 41,31708	-007,22378	 033,0	7
 41,31709	-007,21879	 034,8	7
 41,31708	-007,21380	 034,6	7
 41,31709	-007,20881	 037,3	7
 41,31708	-007,20382	 007,8	7
 41,31708	-007,19883	 029,0	7
 41,31708	-007,19384	 037,9	7
 41,31708	-007,18885	 042,7	7
 41,31708	-007,18386	 037,6	7
 41,31709	-007,17887	 038,3	7
 41,31708	-007,17388	 041,0	7
 41,31709	-007,16889	 046,6	7
 41,31708	-007,16390	 050,5	7
 41,31708	-007,15891	 022,1	0
 41,31709	-007,15392	 003,9	7
 41,31708	-007,14893	-002,1	7
 41,31709	-007,14394	-005,3	7
 41,31708	-007,13895	-002,2	7
 41,31708	-007,13396	-001,1	7
 41,31708	-007,12897	-001,7	7
 41,31708	-007,12398	 004,5	7
 41,31708	-007,11899	 006,0	7
 41,31709	-007,11400	 008,5	7
 41,31708	-007,10901	 006,9	7
 41,31709	-007,10402	-003,6	7
 41,31708	-007,09903	 007,7	7
 41,31708	-007,09404	 009,6	7
 41,31709	-007,08905	 011,2	7
 41,31708	-007,08406	 011,2	7
 41,31709	-007,07907	 011,2	7
 41,31708	-007,07408	 012,3	7
 41,31708	-007,06909	 012,9	7
 41,31709	-007,06410	 014,5	7
 41,31709	-007,05911	 014,8	7
 41,31709	-007,05412	 017,5	7
 41,31709	-007,04913	 017,9	7
 41,31708	-007,04414	 019,1	7
 41,31708	-007,03915	 019,5	7
 41,31708	-007,03416	 020,5	7
 41,31709	-007,02916	 021,7	7
 41,31709	-007,02417	 025,2	7
 41,31333	-008,71583	 028,7	0
 41,31333	-008,71084	 028,9	2
 41,31333	-008,70584	 037,0	2
 41,31333	-008,70086	 033,9	2
 41,31333	-008,69586	 031,6	2
 41,31333	-008,69088	 042,0	2
 41,31333	-008,68588	 043,6	2
 41,31333	-008,68089	 037,7	2
 41,31333	-008,67590	 041,2	2
 41,31333	-008,67091	 039,2	2
 41,31333	-008,66592	 030,0	2
 41,31333	-008,66093	 044,2	2
 41,31333	-008,65594	 045,0	2
 41,31333	-008,65095	 041,8	2
 41,31333	-008,64596	 039,1	2
 41,31333	-008,64097	 046,7	2
 41,31333	-008,63598	 039,9	2
 41,31332	-008,63099	 036,3	0
 41,31333	-008,62600	 034,3	0
 41,31332	-008,62101	 033,0	0
 41,31333	-008,61602	 027,1	0
 41,31333	-008,61103	 028,4	2
 41,31333	-008,60604	 030,8	2
 41,31333	-008,60105	 033,4	2
 41,31333	-008,59606	 038,5	2
 41,31333	-008,59107	 034,6	0
 41,31333	-008,58608	 031,6	0
 41,31333	-008,58109	 017,7	0
 41,31333	-008,57610	 018,9	0
 41,31333	-008,57111	 025,5	0
 41,31333	-008,56612	 018,8	0
 41,31333	-008,56113	 028,0	2
 41,31333	-008,55614	 020,8	0
 41,31332	-008,55115	 014,8	0
 41,31332	-008,54616	 024,4	2
 41,31333	-008,54117	 050,1	2
 41,31333	-008,53618	 049,9	2
 41,31333	-008,53119	 049,3	2
 41,31333	-008,52620	 041,9	2
 41,31333	-008,52121	 041,9	2
 41,31333	-008,51622	 039,8	2
 41,31332	-008,51123	 042,1	2
 41,31333	-008,50624	 030,5	0
 41,31333	-008,50125	 028,2	0
 41,31333	-008,49626	 024,1	0
 41,31333	-008,49127	 022,6	0
 41,31333	-008,48628	 020,8	0
 41,31333	-008,48129	 021,6	0
 41,31332	-008,47630	 029,7	0
 41,31332	-008,47131	 028,0	2
 41,31333	-008,46632	 017,9	0
 41,31333	-008,46133	 014,4	0
 41,31333	-008,45634	 043,4	2
 41,31333	-008,45135	 053,3	2
 41,31333	-008,44636	 043,1	0
 41,31333	-008,44137	 045,0	2
 41,31333	-008,43638	 029,5	0
 41,31333	-008,43139	 029,8	0
 41,31332	-008,42640	 023,4	0
 41,31333	-008,42141	 033,0	0
 41,31333	-008,41642	 032,5	0
 41,31333	-008,41143	 031,1	0
 41,31333	-008,40644	 028,5	0
 41,31333	-008,40145	 047,9	8
 41,31333	-008,39646	 053,9	0
 41,31333	-008,39147	 032,3	0
 41,31333	-008,38648	 054,3	8
 41,31333	-008,38149	 051,4	8
 41,31332	-008,37650	 051,3	8
 41,31333	-008,37151	 045,2	0
 41,31333	-008,36652	 042,1	8
 41,31333	-008,36153	 041,9	8
 41,31332	-008,35654	 042,4	0
 41,31333	-008,35155	 044,4	0
 41,31333	-008,34656	 039,8	0
 41,31333	-008,34157	 049,2	8
 41,31332	-008,33658	 045,4	8
 41,31333	-008,33159	 042,6	0
 41,31333	-008,32660	 039,2	8
 41,31333	-008,32161	 048,8	0
 41,31333	-008,31662	 043,0	0
 41,31333	-008,31163	 040,8	0
 41,31332	-008,30664	 042,6	0
 41,31333	-008,30165	 052,5	0
 41,31333	-008,29666	 072,9	8
 41,31332	-008,29167	 074,6	8
 41,31333	-008,28668	 057,0	8
 41,31333	-008,28168	 051,1	0
 41,31333	-008,27669	 066,8	8
 41,31332	-008,27170	 058,2	0
 41,31332	-008,26671	 055,8	7
 41,31333	-008,26172	 053,4	7
 41,31332	-008,25673	 038,5	0
 41,31333	-008,25175	 045,6	0
 41,31333	-008,24675	 042,2	0
 41,31333	-008,24176	 041,5	0
 41,31333	-008,23677	 037,5	0
 41,31332	-008,23178	 036,5	0
 41,31333	-008,22679	 035,2	0
 41,31332	-008,22180	 027,1	0
 41,31333	-008,21681	 033,1	0
 41,31333	-008,21182	 034,9	0
 41,31333	-008,20683	 029,0	0
 41,31333	-008,20184	 032,6	0
 41,31333	-008,19685	 034,3	0
 41,31333	-008,19186	 031,9	0
 41,31333	-008,18687	 033,3	8
 41,31332	-008,18188	 034,2	8
 41,31332	-008,17689	 034,9	0
 41,31333	-008,17190	 034,8	0
 41,31333	-008,16691	 040,5	0
 41,31333	-008,16192	 032,2	0
 41,31333	-008,15693	 043,2	0
 41,31333	-008,15194	 050,9	7
 41,31333	-008,14695	 058,3	7
 41,31333	-008,14196	 029,7	7
 41,31333	-008,13697	 026,8	0
 41,31333	-008,13198	 046,1	7
 41,31332	-008,12699	 054,5	7
 41,31333	-008,12200	 054,8	7
 41,31333	-008,11701	 049,8	7
 41,31333	-008,11202	 047,4	7
 41,31333	-008,10703	 035,6	7
 41,31333	-008,10204	 029,3	0
 41,31333	-008,09705	 031,1	0
 41,31333	-008,09206	 059,1	7
 41,31333	-008,08707	 056,1	7
 41,31332	-008,08208	 056,3	7
 41,31333	-008,07709	 058,8	7
 41,31333	-008,07210	 056,6	7
 41,31333	-008,06711	 046,5	7
 41,31333	-008,06212	 056,9	7
 41,31333	-008,05713	 042,6	7
 41,31333	-008,05214	 032,6	7
 41,31333	-008,04715	 026,6	7
 41,31333	-008,04216	 029,2	0
 41,31333	-008,03717	 041,6	3
 41,31333	-008,03218	 048,8	3
 41,31332	-008,02719	 048,4	0
 41,31333	-008,02220	 039,0	0
 41,31332	-008,01721	 055,4	7
 41,31333	-008,01222	 033,1	0
 41,31333	-008,00723	 052,5	7
 41,31332	-008,00224	 052,1	7
 41,31333	-007,99725	 030,5	7
 41,31333	-007,99226	 016,4	0
 41,31333	-007,98727	 023,0	0
 41,31332	-007,98228	 034,0	0
 41,31332	-007,97729	 041,9	7
 41,31333	-007,97230	 030,4	0
 41,31333	-007,96731	 043,7	7
 41,31333	-007,96232	 064,8	7
 41,31333	-007,95733	 059,1	7
 41,31333	-007,95234	 040,0	7
 41,31333	-007,94735	 022,2	7
 41,31333	-007,94236	 026,5	0
 41,31332	-007,93737	 023,5	7
 41,31332	-007,93238	 025,2	0
 41,31333	-007,92739	 045,1	7
 41,31332	-007,92240	 011,7	0
 41,31333	-007,91741	 054,4	7
 41,31334	-007,91242	 070,5	7
 41,31333	-007,90743	 030,3	7
 41,31333	-007,90244	 041,8	7
 41,31333	-007,89745	 067,1	7
 41,31333	-007,89246	 068,1	7
 41,31332	-007,88747	 062,4	7
 41,31332	-007,88247	 058,3	7
 41,31332	-007,87748	 050,9	7
 41,31333	-007,87250	 043,1	7
 41,31333	-007,86751	 070,9	7
 41,31332	-007,86251	 064,3	7
 41,31333	-007,85753	 071,3	7
 41,31332	-007,85253	 054,5	7
 41,31333	-007,84754	 046,9	7
 41,31333	-007,84256	 045,8	7
 41,31333	-007,83756	 044,7	7
 41,31333	-007,83257	 039,2	7
 41,31333	-007,82758	 047,0	7
 41,31333	-007,82259	 067,2	7
 41,31332	-007,81760	 043,6	7
 41,31333	-007,81261	 037,9	7
 41,31332	-007,80762	 033,1	7
 41,31333	-007,80263	 033,3	7
 41,31333	-007,79764	 038,0	7
 41,31333	-007,79265	 036,9	7
 41,31333	-007,78766	 055,1	7
 41,31333	-007,78267	 047,6	7
 41,31333	-007,77768	 042,8	7
 41,31333	-007,77269	 047,8	7
 41,31333	-007,76770	 051,4	7
 41,31333	-007,76271	 052,7	7
 41,31333	-007,75772	 053,3	7
 41,31333	-007,75273	 055,4	7
 41,31333	-007,74774	 057,3	7
 41,31333	-007,74275	 060,8	7
 41,31332	-007,73776	 062,4	7
 41,31333	-007,73277	 061,2	7
 41,31333	-007,72778	 052,9	7
 41,31332	-007,72279	 064,8	7
 41,31333	-007,71780	 062,5	7
 41,31333	-007,71281	 057,8	7
 41,31333	-007,70782	 059,2	7
 41,31333	-007,70283	 061,2	7
 41,31333	-007,69784	 065,0	7
 41,31333	-007,69285	 056,2	7
 41,31333	-007,68786	 049,6	7
 41,31332	-007,68287	 050,1	7
 41,31333	-007,67788	 063,6	7
 41,31333	-007,67289	 063,7	7
 41,31333	-007,66790	 063,0	7
 41,31333	-007,66291	 048,0	7
 41,31333	-007,65792	 048,3	7
 41,31333	-007,65293	 057,0	7
 41,31333	-007,64794	 054,3	7
 41,31333	-007,64295	 022,8	7
 41,31332	-007,63796	 032,8	7
 41,31333	-007,63297	 049,1	7
 41,31333	-007,62798	 055,0	7
 41,31333	-007,62299	 056,3	7
 41,31333	-007,61800	 046,2	7
 41,31332	-007,61301	 049,6	7
 41,31333	-007,60802	 040,4	7
 41,31333	-007,60303	 026,4	7
 41,31333	-007,59804	 015,7	7
 41,31333	-007,59305	 025,0	7
 41,31333	-007,58806	 013,8	7
 41,31333	-007,58307	 016,7	7
 41,31333	-007,57808	 009,6	7
 41,31333	-007,57309	 011,7	7
 41,31333	-007,56810	 024,4	7
 41,31333	-007,56311	 032,1	7
 41,31332	-007,55812	 016,7	7
 41,31333	-007,55313	 012,4	7
 41,31333	-007,54814	 016,8	7
 41,31333	-007,54315	 032,9	7
 41,31333	-007,53816	 014,5	7
 41,31332	-007,53317	 034,8	7
 41,31333	-007,52818	 037,6	7
 41,31333	-007,52319	 016,8	0
 41,31333	-007,51820	 038,0	7
 41,31333	-007,51321	 036,2	7
 41,31333	-007,50822	 042,0	7
 41,31333	-007,50323	 050,2	7
 41,31333	-007,49824	 056,8	7
 41,31333	-007,49325	 008,6	7
 41,31333	-007,48826	 016,9	7
 41,31332	-007,48327	 034,8	0
 41,31333	-007,47828	 056,6	7
 41,31332	-007,47329	 050,6	7
 41,31333	-007,46830	 042,3	0
 41,31333	-007,46331	 031,7	0
 41,31333	-007,45832	 031,4	0
 41,31333	-007,45333	 013,8	7
 41,31332	-007,44833	 010,4	7
 41,31333	-007,44335	 013,3	7
 41,31332	-007,43835	 030,1	7
 41,31333	-007,43336	 036,3	7
 41,31333	-007,42837	 004,4	7
 41,31333	-007,42338	 010,5	7
 41,31333	-007,41839	 003,3	7
 41,31333	-007,41340	 013,7	7
 41,31333	-007,40841	 018,0	7
 41,31332	-007,40342	 020,4	7
 41,31333	-007,39843	 024,3	7
 41,31333	-007,39344	 003,7	7
 41,31333	-007,38845	-001,6	7
 41,31333	-007,38346	 005,9	7
 41,31333	-007,37847	-003,6	7
 41,31333	-007,37348	 009,9	7
 41,31332	-007,36849	 017,6	7
 41,31333	-007,36350	 024,5	7
 41,31333	-007,35851	 011,3	0
 41,31333	-007,35352	 029,1	7
 41,31333	-007,34853	 012,9	7
 41,31333	-007,34354	 030,7	7
 41,31333	-007,33855	 010,7	7
 41,31333	-007,33356	 015,8	7
 41,31333	-007,32857	 031,0	7
 41,31333	-007,32358	 034,6	7
 41,31333	-007,31859	 036,6	7
 41,31332	-007,31360	 041,1	7
 41,31333	-007,30861	-006,5	7
 41,31333	-007,30362	-004,9	7
 41,31333	-007,29863	 006,0	7
 41,31333	-007,29364	 011,6	7
 41,31333	-007,28865	 024,7	7
 41,31333	-007,28366	 034,7	7
 41,31333	-007,27867	 041,0	7
 41,31333	-007,27368	 002,6	7
 41,31333	-007,26869	-006,1	7
 41,31332	-007,26370	 004,8	7
 41,31333	-007,25871	 003,2	7
 41,31333	-007,25372	 009,9	7
 41,31332	-007,24873	 010,7	7
 41,31332	-007,24374	 016,2	7
 41,31333	-007,23875	 025,7	7
 41,31333	-007,23376	 001,4	7
 41,31332	-007,22877	 031,7	7
 41,31333	-007,22378	 017,3	7
 41,31333	-007,21879	 017,9	7
 41,31333	-007,21380	 016,5	7
 41,31333	-007,20881	 035,7	7
 41,31333	-007,20382	 036,1	7
 41,31333	-007,19883	 036,6	7
 41,31332	-007,19384	 040,3	7
 41,31332	-007,18885	 041,5	7
 41,31333	-007,18386	 042,8	7
 41,31333	-007,17887	 044,7	7
 41,31333	-007,17388	 034,3	7
 41,31333	-007,16889	 027,8	7
 41,31333	-007,16390	 037,4	7
 41,31333	-007,15891	 027,2	7
 41,31333	-007,15392	 047,0	7
 41,31333	-007,14893	-003,6	0
 41,31333	-007,14394	 014,6	0
 41,31333	-007,13895	 016,8	7
 41,31333	-007,13396	 005,5	7
 41,31333	-007,12897	-004,9	7
 41,31333	-007,12398	-012,3	7
 41,31332	-007,11899	-005,9	7
 41,31333	-007,11400	 002,2	7
 41,31332	-007,10901	 005,2	7
 41,31333	-007,10402	 013,6	7
 41,31333	-007,09903	-001,5	7
 41,31333	-007,09404	-003,2	7
 41,31333	-007,08905	 009,1	7
 41,31333	-007,08406	 009,5	7
 41,31333	-007,07907	 010,7	7
 41,31333	-007,07408	 012,3	7
 41,31333	-007,06909	 013,7	7
 41,31333	-007,06410	 014,7	7
 41,31333	-007,05911	 015,5	7
 41,31333	-007,05412	 016,9	7
 41,31333	-007,04913	 017,9	7
 41,31333	-007,04414	 018,5	7
 41,31333	-007,03915	 020,8	7
 41,31333	-007,03416	 023,5	7
 41,31333	-007,02917	 025,0	7
 41,31333	-007,02418	 000,6	7
 41,30957	-008,71582	 029,3	0
 41,30957	-008,71083	 027,8	2
 41,30957	-008,70584	 034,5	2
 41,30957	-008,70086	 036,2	2
 41,30957	-008,69586	 043,6	2
 41,30957	-008,69087	 041,6	2
 41,30957	-008,68588	 041,0	2
 41,30957	-008,68089	 037,7	2
 41,30957	-008,67590	 037,1	2
 41,30957	-008,67091	 022,4	2
 41,30957	-008,66592	 039,8	2
 41,30957	-008,66093	 039,5	2
 41,30957	-008,65594	 039,6	2
 41,30957	-008,65095	 036,7	2
 41,30957	-008,64596	 038,1	2
 41,30957	-008,64097	 044,4	2
 41,30957	-008,63598	 049,6	2
 41,30957	-008,63099	 045,1	0
 41,30957	-008,62600	 037,2	0
 41,30957	-008,62101	 035,7	0
 41,30957	-008,61602	 023,4	0
 41,30957	-008,61103	 024,3	0
 41,30957	-008,60604	 017,9	0
 41,30957	-008,60105	 027,7	2
 41,30957	-008,59606	 032,2	2
 41,30957	-008,59107	 035,8	2
 41,30957	-008,58608	 031,7	0
 41,30957	-008,58109	 015,8	0
 41,30957	-008,57610	 027,9	0
 41,30957	-008,57111	 031,6	2
 41,30957	-008,56612	 026,1	0
 41,30957	-008,56113	 018,6	2
 41,30957	-008,55614	 036,8	2
 41,30957	-008,55115	 030,5	2
 41,30957	-008,54616	 024,7	2
 41,30957	-008,54117	 041,0	2
 41,30957	-008,53618	 043,1	2
 41,30957	-008,53119	 044,7	2
 41,30957	-008,52620	 039,9	2
 41,30957	-008,52121	 037,4	2
 41,30957	-008,51622	 038,0	2
 41,30957	-008,51123	 040,8	2
 41,30957	-008,50624	 037,5	0
 41,30957	-008,50125	 030,6	0
 41,30957	-008,49626	 030,1	0
 41,30957	-008,49127	 028,8	0
 41,30957	-008,48628	 022,6	0
 41,30957	-008,48129	 026,8	0
 41,30957	-008,47630	 023,1	0
 41,30957	-008,47131	 028,9	2
 41,30957	-008,46632	 020,8	0
 41,30957	-008,46133	 041,6	2
 41,30957	-008,45634	 042,0	2
 41,30957	-008,45135	 046,6	2
 41,30957	-008,44636	 048,2	2
 41,30957	-008,44137	 044,5	2
 41,30957	-008,43638	 036,1	0
 41,30957	-008,43139	 038,7	0
 41,30957	-008,42640	 038,4	0
 41,30957	-008,42141	 034,7	0
 41,30957	-008,41642	 030,3	8
 41,30957	-008,41143	 038,7	8
 41,30957	-008,40644	 046,9	8
 41,30957	-008,40145	 051,3	8
 41,30957	-008,39646	 050,9	8
 41,30957	-008,39147	 042,4	8
 41,30957	-008,38648	 041,3	0
 41,30957	-008,38149	 048,8	8
 41,30957	-008,37650	 041,1	0
 41,30957	-008,37151	 037,6	8
 41,30957	-008,36652	 044,1	0
 41,30957	-008,36153	 043,1	8
 41,30957	-008,35654	 038,0	8
 41,30957	-008,35155	 040,8	8
 41,30957	-008,34656	 043,0	8
 41,30957	-008,34157	 043,0	0
 41,30957	-008,33658	 044,5	8
 41,30957	-008,33159	 037,1	0
 41,30957	-008,32660	 038,7	0
 41,30957	-008,32161	 045,3	0
 41,30957	-008,31662	 041,7	0
 41,30957	-008,31163	 040,7	3
 41,30957	-008,30663	 042,2	0
 41,30958	-008,30165	 047,3	0
 41,30957	-008,29666	 062,4	8
 41,30957	-008,29166	 058,3	0
 41,30957	-008,28667	 058,7	0
 41,30957	-008,28168	 051,8	0
 41,30957	-008,27669	 059,7	0
 41,30957	-008,27170	 050,0	0
 41,30957	-008,26672	 055,4	7
 41,30957	-008,26172	 039,2	0
 41,30957	-008,25673	 053,6	7
 41,30957	-008,25174	 034,6	0
 41,30957	-008,24675	 044,6	0
 41,30957	-008,24176	 044,1	8
 41,30957	-008,23677	 047,1	7
 41,30957	-008,23178	 038,9	0
 41,30957	-008,22679	 035,5	0
 41,30957	-008,22180	 028,8	0
 41,30957	-008,21681	 026,6	0
 41,30957	-008,21182	 036,6	0
 41,30957	-008,20683	 024,1	0
 41,30957	-008,20184	 033,3	8
 41,30957	-008,19685	 035,4	0
 41,30957	-008,19186	 034,1	0
 41,30957	-008,18687	 034,0	0
 41,30957	-008,18188	 035,7	0
 41,30957	-008,17689	 034,2	8
 41,30957	-008,17190	 035,2	0
